(1, 130)
(1, 143)
(1, 349)
(1, 374)
(1, 474)
(1, 626)
(1, 641)
(1, 669)
(1, 988)
(2, 16)
(2, 32)
(2, 37)
(2, 118)
(2, 164)
(2, 250)
(2, 375)
(2, 494)
(2, 616)
(2, 633)
(2, 879)
(2, 978)
(2, 985)
(3, 5)
(3, 9)
(3, 17)
(3, 56)
(3, 76)
(3, 91)
(3, 124)
(3, 142)
(3, 177)
(3, 265)
(3, 276)
(3, 279)
(3, 280)
(3, 289)
(3, 297)
(3, 299)
(3, 303)
(3, 309)
(3, 312)
(3, 322)
(3, 353)
(3, 388)
(3, 389)
(3, 406)
(3, 415)
(3, 436)
(3, 458)
(3, 481)
(3, 500)
(3, 506)
(3, 523)
(3, 553)
(3, 564)
(3, 566)
(3, 581)
(3, 617)
(3, 643)
(3, 646)
(3, 658)
(3, 683)
(3, 730)
(3, 743)
(3, 753)
(3, 756)
(3, 782)
(3, 789)
(3, 795)
(3, 796)
(3, 815)
(3, 847)
(3, 872)
(3, 880)
(3, 890)
(3, 896)
(3, 899)
(3, 900)
(3, 922)
(3, 941)
(3, 948)
(4, 25)
(4, 36)
(4, 145)
(4, 159)
(4, 221)
(4, 292)
(4, 355)
(4, 392)
(4, 393)
(4, 504)
(4, 508)
(4, 511)
(4, 514)
(4, 565)
(4, 632)
(4, 709)
(4, 715)
(4, 722)
(4, 723)
(4, 747)
(4, 755)
(4, 778)
(4, 838)
(4, 894)
(4, 909)
(4, 915)
(4, 940)
(4, 943)
(4, 949)
(5, 3)
(5, 9)
(5, 17)
(5, 56)
(5, 76)
(5, 91)
(5, 124)
(5, 142)
(5, 177)
(5, 265)
(5, 276)
(5, 279)
(5, 280)
(5, 289)
(5, 297)
(5, 299)
(5, 303)
(5, 309)
(5, 312)
(5, 322)
(5, 353)
(5, 388)
(5, 389)
(5, 406)
(5, 415)
(5, 436)
(5, 458)
(5, 481)
(5, 500)
(5, 506)
(5, 523)
(5, 553)
(5, 564)
(5, 566)
(5, 581)
(5, 617)
(5, 643)
(5, 646)
(5, 658)
(5, 683)
(5, 730)
(5, 743)
(5, 753)
(5, 756)
(5, 782)
(5, 789)
(5, 795)
(5, 796)
(5, 815)
(5, 847)
(5, 872)
(5, 880)
(5, 890)
(5, 896)
(5, 899)
(5, 900)
(5, 922)
(5, 941)
(5, 948)
(7, 338)
(7, 376)
(7, 612)
(7, 769)
(8, 125)
(8, 150)
(8, 153)
(8, 340)
(8, 395)
(8, 469)
(8, 471)
(8, 513)
(8, 522)
(8, 525)
(8, 531)
(8, 579)
(8, 682)
(8, 688)
(8, 692)
(8, 852)
(8, 854)
(9, 3)
(9, 5)
(9, 17)
(9, 56)
(9, 76)
(9, 91)
(9, 124)
(9, 142)
(9, 177)
(9, 265)
(9, 276)
(9, 279)
(9, 280)
(9, 289)
(9, 297)
(9, 299)
(9, 303)
(9, 309)
(9, 312)
(9, 322)
(9, 353)
(9, 388)
(9, 389)
(9, 406)
(9, 415)
(9, 436)
(9, 458)
(9, 481)
(9, 500)
(9, 506)
(9, 523)
(9, 553)
(9, 564)
